sec,nanosec,image,motor position #0,motor position #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized
1731635936,819366455,1_1731635936-819366455.png,-322158,339248,-3.0843865871429443,3.2480084896087646,452.05999755859375,508.7999877929688,-111.99716603047406,-53.90221724142693,-146.834253809276,35.32002639503094,-50.54809272227379,6.3369043554378495,0.4938271605060436,0.4938271605060436,0.33207690616531876,0.022487902829170292,0.3629233561237525,0.8660165261524032,0.10985137707618994,0.4625588101850746,0.4275666699319385,0.12061131605925234
1731635936,852713867,2_1731635936-852713867.png,-322158,339248,-3.0843865871429443,3.2480084896087646,452.05999755859375,508.7999877929688,-109.43822338965018,-52.593989811780865,-141.65155838567622,37.000101528308825,-49.146623920767254,7.227406216450917,0.4938271605060436,0.4938271605060436,0.33207690616531876,0.022487902829170292,0.3660737055788098,0.8669679585427512,0.11547286191617565,0.4706107475885405,0.4364123387678201,0.12485601490343803
1731635936,886062256,3_1731635936-886062256.png,-322158,339248,-3.0843865871429443,3.2480084896087646,452.2099914550781,508.7900085449219,-106.80596175906699,-51.12515898223207,-136.56245759616922,38.648016142031494,-47.82344493868238,8.095973327184472,0.4938271605060436,0.4938271605060436,0.3321810252090913,0.022482371340664498,0.3693143190498511,0.8680361927010524,0.1209928279954291,0.47850855230758516,0.44476386473367807,0.12899615876213158
1731635936,919409668,4_1731635936-919409668.png,-322158,339248,-3.0843865871429443,3.2480084896087646,452.0400085449219,508.7699890136719,-104.10493439745512,-49.501000888330005,-131.5870189317289,40.259576492502376,-46.58364950247717,8.939389469720012,0.4938271605060436,0.4938271605060436,0.33206303068746096,0.022471274531918883,0.37263959095747357,0.8692173914609671,0.12638950882237285,0.4862321253829048,0.45258909769007327,0.13301641709299614
1731635936,952758057,5_1731635936-952758057.png,-322158,339248,-3.0843865871429443,3.2480084896087646,451.9700012207031,508.8900146484375,-101.3402189381386,-47.72775218783014,-126.74453253481775,41.83072549543013,-45.43194803885262,9.754666068935142,0.4938271605060436,0.4938271605060436,0.33201443473905523,0.022537804636791336,0.37604327015750516,0.8705070190987659,0.1316419810676288,0.4937620228098193,0.459858306775621,0.1369025444441992
1731635936,986105469,6_1731635936-986105469.png,-322158,339248,-3.0843865871429443,3.2480084896087646,451.9700012207031,508.8900146484375,-98.51742367106107,-45.8125612385717,-122.05335094171565,43.357563505759714,-44.37263819267832,10.539073043370886,0.4938271605060436,0.4938271605060436,0.33201443473905523,0.022537804636791336,0.37951845220711644,0.8718998768401136,0.13673033838979737,0.5010795551278057,0.4665443664893825,0.14064152750928877
1731635937,19453857,7_1731635937-19453857.png,-322158,339248,-3.0843865871429443,3.2480084896087646,451.6600036621094,508.8900146484375,-95.64269209099604,-43.76343244010623,-117.53073625306173,44.83636866221791,-43.409577326402676,11.290166744682292,0.4938271605060436,0.4938271605060436,0.33179924832061336,0.022537804636791336,0.3830575737654559,0.8733901433386401,0.14163585720411848,0.5081668849238801,0.47262293026669533,0.14422171830440367
1731635937,52801270,8_1731635937-52801270.png,-322158,339248,-3.0843865871429443,3.2480084896087646,452.0199890136719,508.9100036621094,-92.72270543808469,-41.58916454181695,-113.19271642782252,46.26361666211246,-42.546157117190894,12.005814516997136,0.4938271605060436,0.4938271605060436,0.3320491340256675,0.022548884529669966,0.3866524094659592,0.8749714195424925,0.146341152555278,0.5150071216054095,0.4780725908147467,0.14763295123381392
1731635937,86149658,9_1731635937-86149658.png,-322157,339248,-3.084376811981201,3.2480084896087646,451.80999755859375,508.8900146484375,-89.76468281519753,-39.29928362778783,-109.05395241956849,47.6359998201129,-41.78528040521727,12.684215470446818,1.0,0.4938271605060436,0.3319033673643859,0.022537804636791336,0.3902940717718636,0.8766367774323179,0.15083032222994863,0.5215844127413307,0.4828750262395083,0.15086664210979522
1731635937,119496826,10_1731635937-119496826.png,-322158,339248,-3.0843865871429443,3.2480084896087646,451.8599853515625,508.8999938964844,-86.77637837254382,-36.90397136347449,-105.12761787217399,48.95044526781446,-41.12934049479684,13.323917134507951,0.4938271605060436,0.4938271605060436,0.33193806665099823,0.02254333612529713,0.3939730144422739,0.8783788122051878,0.15508907724657273,0.5278840312854813,0.48701513069105207,0.15391586753305814
