sec,nanosec,image,motor position #0,motor position #1,motor velocity #0,motor velocity #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,fx_kalman,fy_kalman,fz_kalman,tx_kalman,ty_kalman,tz_kalman,fx_estimated,fy_estimated,theta_desired,theta_actual,translation(m)(x),translation(m)(y),translation(m)(z),Rotation(rad)(x),Rotation(rad)(y),Rotation(rad)(z),Rotation(deg)(x),Rotation(deg)(y),Rotation(deg)(z)
1767172616,489590576,1_1767172616-489590576.png,70145,-54258,-68450,67650,0.671578202,-0.519473805,187.8,280.02,-208,-80,168,0,8,22,-116.9271887,-74.15744812,46.52833027,-0.817498862,8.951846034,1.583560678,3.339097232,263.0422487,-0.311978736,-0.278266292,,,,,,,,,
1767172616,522939209,2_1767172616-522939209.png,68720,-52905,-68600,68150,0.657935049,-0.506519991,185.4,277.96,-194,-47,189,-15,49,17,-119.3262132,-73.31212558,50.96300735,-1.258953735,10.19841408,2.06342401,-43.39606506,230.656944,-0.324527917,-0.262638826,,,,,,,,,
1767172616,556288818,3_1767172616-556288818.png,66049,-50229,-68500,67700,0.632362515,-0.480899586,185.4,277.96,-194,-47,189,-15,49,17,-128.1984575,-70.18589327,67.36364761,-2.891573747,14.80856126,3.838088938,-32.36067677,245.2972689,-0.337025732,-0.24218422,,,,,,,,,
1767172616,622986816,4_1767172616-622986816.png,63253,-47446,-67700,69000,0.605593214,-0.454254749,180.61,274.12,-138,-36,-136,9,54,1,-128.9585241,-63.03293676,29.44876943,-0.961020189,20.42980061,3.191986618,-16.89188516,252.5938601,-0.349470251,-0.236804706,,,,,,,,,
1767172616,656335449,5_1767172616-656335449.png,60246,-44228,-68650,68100,0.576803768,-0.423445159,178.23,272.42,-38,9,-119,2,-62,-5,-113.530595,-45.69902908,-18.07139505,0.076678098,8.027204204,1.264435609,-31.47633392,250.6279273,-0.364947878,-0.232539595,,,,,,,,,
1767172616,689685059,6_1767172616-689685059.png,57170,-41371,-68500,67600,0.547353707,-0.396091835,175.85,270.75,18,-47,-38,57,-126,-19,-94.29532038,-45.88928544,-20.98579066,8.401248721,-11.57317907,-1.699072488,-28.34898901,261.4705055,-0.377265231,-0.220685464,,,,,,,,,
1767172616,723033447,7_1767172616-723033447.png,54517,-38697,-67700,68850,0.521953508,-0.370490579,171.14,267.3,-24,79,107,35,-39,-15,-69.35484075,-25.07186829,5.388541572,16.01655509,-21.27482271,-5.438394091,-16.02838781,278.2366743,-0.389522863,-0.193962535,,,,,,,,,
1767172616,789731689,8_1767172616-789731689.png,51522,-35693,-67400,68850,0.493278952,-0.341729856,168.87,266.41,33,113,-14,5,21,-19,-50.88179055,3.161469921,10.40447001,15.87229237,-16.46206962,-8.160477113,16.89185596,285.6729729,-0.401718909,-0.208750636,,,,,,,,,
1767172616,823081299,9_1767172616-823081299.png,48846,-33042,-68650,68200,0.467658548,-0.316348805,166.51,265.01,-38,-23,-148,15,-18,-17,-48.99793396,-0.66443125,-12.76088917,15.74472674,-16.68697937,-9.453185094,-34.77849531,253.6679587,-0.416874293,-0.195951095,,,,,,,,,
1767172616,856429932,10_1767172616-856429932.png,47144,-31333,-67550,68900,0.451363358,-0.299986596,161.98,263.66,7,-33,288,51,-188,-24,-24.42537093,-17.93018968,0.284393288,26.86354007,-38.76027252,-14.26357188,-7.0042983,287.1885467,-0.428924631,-0.181469206,,,,,,,,,
1767172616,923126221,11_1767172616-923126221.png,42296,-26408,-67600,68850,0.404947917,-0.252833946,157.69,261.93,16,98,111,22,-47,2,-16.78687291,8.910917731,66.46135052,33.78094376,-72.89364435,-15.15734366,10.09635198,280.5184174,-0.443891862,-0.159245699,,,,,,,,,
1767172616,956475098,12_1767172616-956475098.png,39235,-23335,-67650,69000,0.377498851,-0.225375306,155.86,261.32,51,-90,-60,99,-9,-20,-3.547765673,3.483012493,52.48531794,42.12366371,-60.92312451,-14.12513791,20.37779546,304.5155509,-0.458749338,-0.159245699,,,,,,,,,
1767172617,23171387,13_1767172617-23171387.png,36016,-20199,-68600,68250,0.344822304,-0.193388097,152.47,260.11,-147,-150,-80,5,59,-15,-8.643800706,-37.06867865,37.2409145,44.91791793,-52.10036964,-16.5433653,11.61651513,302.6573718,-0.470553866,-0.159245699,,,,,,,,,
