sec,nanosec,image,motor position #0,motor position #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized
1731637147,567229492,1_1731637147-567229492.png,-129321,131987,-1.2381376028060913,1.263662338256836,53.2400016784668,107.72000122070312,-325.5014242199621,134.31826382423557,541.8649225931485,-242.63545666451702,306.67129221205613,-105.81793149756588,0.3252130293277477,0.6583149998500096,0.016860180112372454,0.05013766045631855,0.0,0.44513507729570057,1.0,0.3950248412036368,0.5710761911299791,1.0
1731637147,600574951,2_1731637147-600574951.png,-129321,131987,-1.2381376028060913,1.263662338256836,53.08000183105469,107.80999755859376,-321.5252780047862,137.90881713982301,512.1649747606326,-241.87675405894544,306.8105398946309,-107.001083316274,0.3252130293277477,0.6583149998500096,0.01674237984750035,0.05024680911133668,0.020418772490953252,0.47424943087839,0.9563181560973524,0.41302660810519853,0.5749835465902198,0.9543120282837805
1731637147,633921631,3_1731637147-633921631.png,-129321,131987,-1.2381376028060913,1.263662338256836,52.93000030517578,107.86000061035156,-317.5277702911656,141.40922797594922,482.42884110239436,-241.1360712336548,306.9404480755379,-108.19405324404859,0.3252130293277477,0.6583149998500096,0.016631940870429053,0.05030745342169514,0.04094724305466402,0.5026328553286636,0.9125830911049033,0.4306008189632555,0.5786288312413621,0.9082449256037712
1731637147,667267334,4_1731637147-667267334.png,-129321,131987,-1.2381376028060913,1.263662338256836,53.0099983215332,107.7699966430664,-313.51923970623113,144.8205300831327,452.73971544666784,-240.4132904287384,307.06143897864484,-109.39285545489713,0.3252130293277477,0.6583149998500096,0.01669083959857518,0.05019829551365439,0.06153231956025307,0.5302937329139512,0.868917164154025,0.4477502678717986,0.5820238928837007,0.8619526065314869
1731637147,700614746,5_1731637147-700614746.png,-129321,131987,-1.2381376028060913,1.263662338256836,53.619998931884766,107.9000015258789,-309.50997747200813,148.1438268123781,423.180164408608,-239.70826544508012,307.1740547164148,-110.593443613283,0.3252130293277477,0.6583149998500096,0.017139953986081313,0.050355967019377404,0.08212115331709935,0.5572410102640484,0.8254418118888187,0.4644784237030706,0.5851839434479036,0.8155913222433426
1731637147,800654785,6_1731637147-800654785.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.27000045776367,108.0,-305.5101574062016,151.3801807821479,393.83157752204806,-239.0208430721409,307.2789546963107,-111.79173738596991,0.3252130293277477,0.6583149998500096,0.01761851914195043,0.050477246387071725,0.10266149854302076,0.5834833037249387,0.7822767397354444,0.4807889216896264,0.5881274862174948,0.7693186367531402
1731637147,834001953,7_1731637147-834001953.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.52000045776367,107.95999908447266,-301.5297682764292,154.53050674453382,364.77363975196096,-238.35088463444347,307.3769119915013,-112.98364880219712,0.3252130293277477,0.6583149998500096,0.01780258223134934,0.05042873278938946,0.12310205974675159,0.6090280306536415,0.7395391460883558,0.4966850521900321,0.5908762139891621,0.7232924090013295
1731637147,867348389,8_1731637147-867348389.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.619998931884766,107.91999816894533,-297.5785491245853,157.59547005081453,336.08383279757686,-237.6982872614371,307.4688086523207,-114.16510817269084,0.3252130293277477,0.6583149998500096,0.017876206343676967,0.05038021919170722,0.14339282385785657,0.633880586116232,0.6973429888410203,0.5121692560179367,0.5934548775100996,0.6776697919800254
1731637147,900695801,9_1731637147-900695801.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.54999923706055,108.06999969482422,-293.66592798335364,160.57539311421965,307.8369705905353,-237.0630044477565,307.5556298841641,-115.33208931436045,0.3252130293277477,0.6583149998500096,0.01782466890333166,0.050562142869760004,0.16348537493688386,0.6580435844319925,0.6557983022097286,0.5272426366079905,0.5958911221070302,0.6326062586693304
1731637147,934041992,10_1731637147-934041992.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.20000076293945,108.08999633789062,-289.8009643459864,163.47017213207218,280.10477333153153,-236.4450654440281,307.6384570062404,-116.48063387307302,0.3252130293277477,0.6583149998500096,0.017566981701605124,0.050586395042089824,0.18333318961130396,0.6815161839067394,0.6150105702387321,0.5419044999294185,0.5982152901054967,0.5882546628017984
1731637147,967389404,11_1731637147-967389404.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.209999084472656,108.0,-285.9922958231613,166.27920604356544,252.95548334101133,-235.84459301787805,307.71845913151503,-117.60687458857547,0.3252130293277477,0.6583149998500096,0.01757434298940594,0.050477246387071725,0.20289191100947557,0.704293510779993,0.5750801618043023,0.5561519330698719,0.6004601873651314,0.5447643404763713
1731637148,735840,12_1731637148-735840.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.25,107.87000274658205,-282.2480895208443,169.00133929810778,226.45352497964345,-235.26181915951435,307.796883546932,-118.7070573935544,0.3252130293277477,0.6583149998500096,0.01760379375776893,0.05031958413437139,0.22211959845074913,0.7263661951564888,0.5361018304353724,0.5699794315884557,0.6026608133441762,0.5022802567926448
1731637148,34083252,13_1731637148-34083252.png,-129321,131987,-1.2381376028060913,1.263662338256836,54.290000915527344,107.83000183105467,-278.5759986897539,171.63481956338742,200.65920997214243,-234.69709836619202,307.87504480393255,-119.77756228005185,0.3252130293277477,0.6583149998500096,0.017633244526131922,0.0502710705366891,0.24097695006422182,0.7477200280778757,0.49816428091214365,0.5833785843147004,0.6048540549742931,0.460942200084272
