sec,nanosec,image,motor position #0,motor position #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz
1731636896,376498535,1_1731636896-376498535.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.5899963378906,175.16000366210938,-164.0,255.0,264.0,88.0,16.0,23.0
1731636896,409843506,2_1731636896-409843506.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.5899963378906,175.16000366210938,-164.0,255.0,264.0,88.0,16.0,23.0
1731636896,443187500,3_1731636896-443187500.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.6400146484375,175.08999633789062,-150.0,314.0,20.0,87.0,-15.0,28.0
1731636896,476532471,4_1731636896-476532471.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.6199951171875,174.9600067138672,-72.0,375.0,30.0,90.0,-64.0,12.0
1731636896,509876709,5_1731636896-509876709.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.5899963378906,175.00999450683594,24.0,281.0,-65.0,54.0,-65.0,7.0
1731636896,543221924,6_1731636896-543221924.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.55999755859375,175.00999450683594,27.0,-6.0,87.0,11.0,-53.0,29.0
1731636896,576565918,7_1731636896-576565918.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.5199890136719,174.9600067138672,-51.0,-3.0,225.0,3.0,-25.0,17.0
1731636896,609911133,8_1731636896-609911133.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.45001220703125,174.8800048828125,54.0,137.0,-15.0,-8.0,-55.0,-15.0
1731636896,643255127,9_1731636896-643255127.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.2900085449219,174.88999938964844,-35.0,9.0,482.0,17.0,-66.0,18.0
1731636896,676600342,10_1731636896-676600342.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.1600036621094,174.89999389648438,-100.0,83.0,423.0,18.0,-40.0,10.0
1731636896,709944336,11_1731636896-709944336.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.1600036621094,174.89999389648438,-100.0,83.0,423.0,18.0,-40.0,10.0
1731636896,743289551,12_1731636896-743289551.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.19000244140625,174.8800048828125,-39.0,163.0,199.0,55.0,-13.0,-13.0
1731636896,776633545,13_1731636896-776633545.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.2200012207031,174.91000366210938,175.0,4.0,-85.0,35.0,-101.0,-6.0
1731636896,809978760,14_1731636896-809978760.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.010009765625,174.97000122070312,213.0,2.0,-164.0,21.0,-97.0,-1.0
1731636896,843322754,15_1731636896-843322754.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.95001220703125,175.00999450683594,87.0,111.0,-250.0,34.0,-82.0,-1.0
1731636896,876667725,16_1731636896-876667725.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.989990234375,174.85000610351562,-119.0,202.0,-126.0,65.0,-9.0,-14.0
1731636896,910011963,17_1731636896-910011963.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.9700012207031,174.75999450683594,-220.0,46.0,-232.0,-13.0,64.0,4.0
1731636896,943356934,18_1731636896-943356934.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.010009765625,174.75999450683594,83.0,-103.0,-194.0,-90.0,-17.0,-24.0
1731636896,976701172,19_1731636896-976701172.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.1199951171875,174.82000732421875,267.0,-16.0,-35.0,-31.0,-78.0,-4.0
1731636897,10046143,20_1731636897-10046143.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.07000732421875,174.77999877929688,82.0,39.0,118.0,16.0,-92.0,8.0
1731636897,43390381,21_1731636897-43390381.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.04998779296875,174.9600067138672,-71.0,-41.0,166.0,0.0,-7.0,9.0
1731636897,76735352,22_1731636897-76735352.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.04998779296875,174.9600067138672,-71.0,-41.0,166.0,0.0,-7.0,9.0
1731636897,110079590,23_1731636897-110079590.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.0400085449219,175.11000061035156,-44.0,-32.0,-19.0,0.0,11.0,12.0
1731636897,143424561,24_1731636897-143424561.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.0400085449219,175.11000061035156,-182.0,113.0,-174.0,15.0,84.0,12.0
1731636897,176768555,25_1731636897-176768555.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.989990234375,175.14999389648438,-130.0,254.0,-157.0,32.0,99.0,-3.0
1731636897,210113770,26_1731636897-210113770.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.05999755859375,175.2100067138672,-111.0,377.0,-8.0,40.0,67.0,-7.0
1731636897,243457764,27_1731636897-243457764.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.05999755859375,175.1999969482422,41.0,411.0,-38.0,69.0,-64.0,-35.0
1731636897,276802979,28_1731636897-276802979.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.05999755859375,175.14999389648438,92.0,360.0,-205.0,49.0,-119.0,-18.0
1731636897,310146973,29_1731636897-310146973.png,133703,-130969,1.2800915241241455,-1.253915786743164,265.04998779296875,175.11000061035156,31.0,236.0,-145.0,59.0,-58.0,0.0
1731636897,343491943,30_1731636897-343491943.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.95001220703125,175.0399932861328,-10.0,126.0,8.0,35.0,-28.0,19.0
1731636897,376836182,31_1731636897-376836182.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.8800048828125,174.8300018310547,-74.0,-178.0,179.0,7.0,72.0,21.0
1731636897,410181152,32_1731636897-410181152.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.8800048828125,174.8300018310547,-69.0,-207.0,235.0,0.0,62.0,15.0
1731636897,443525391,33_1731636897-443525391.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.9599914550781,174.8800048828125,9.0,-229.0,-205.0,-20.0,65.0,16.0
1731636897,476870361,34_1731636897-476870361.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.8699951171875,174.80999755859375,71.0,9.0,-305.0,4.0,-30.0,-11.0
1731636897,510214355,35_1731636897-510214355.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.8299865722656,174.74000549316406,112.0,1.0,-175.0,19.0,-50.0,-6.0
1731636897,543559570,36_1731636897-543559570.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.8399963378906,174.8699951171875,115.0,239.0,-78.0,30.0,-111.0,-5.0
1731636897,576903564,37_1731636897-576903564.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.8999938964844,175.07000732421875,33.0,266.0,10.0,19.0,-63.0,1.0
1731636897,610248535,38_1731636897-610248535.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.8500061035156,175.1199951171875,116.0,269.0,83.0,55.0,-22.0,-8.0
1731636897,643592773,39_1731636897-643592773.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.7900085449219,175.19000244140625,216.0,62.0,-36.0,52.0,-37.0,6.0
1731636897,676937744,40_1731636897-676937744.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.80999755859375,175.27999877929688,362.0,-43.0,-148.0,-6.0,-51.0,-12.0
1731636897,710281738,41_1731636897-710281738.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.7699890136719,175.25,211.0,-118.0,-140.0,-25.0,-45.0,13.0
1731636897,743626953,42_1731636897-743626953.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.7900085449219,175.33999633789062,108.0,3.0,-116.0,-6.0,-25.0,0.0
1731636897,776970947,43_1731636897-776970947.png,133703,-130969,1.2800915241241455,-1.253915786743164,264.7900085449219,175.41000366210938,14.0,27.0,-356.0,-1.0,-56.0,0.0
