sec,nanosec,image,motor position #0,motor position #1,motor velocity #0,motor velocity #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,fx_kalman,fy_kalman,fz_kalman,tx_kalman,ty_kalman,tz_kalman,fx_estimated,fy_estimated,theta_desired,theta_actual,translation(m)(x),translation(m)(y),translation(m)(z),Rotation(rad)(x),Rotation(rad)(y),Rotation(rad)(z),Rotation(deg)(x),Rotation(deg)(y),Rotation(deg)(z),actual(x),actual(y),theta_actual_rel_#0,theta_actual_rel_#1,theta_actual_rel_#2,theta_actual_rel_#3,theta_actual_rel_#4,theta_actual_rel_#5,theta_actual_rel_#6,theta_actual_rel_#7,theta_actual_rel_#8,theta_actual_abs_eef,wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized
1769056137,440994141,1_1769056137-440994141.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.47,505.33,132.0,22.0,-268.0,18.0,-156.0,-25.0,-78.308383009274,90.6629317537508,-159.65842401433662,6.576388566564045,-30.714666832998876,1.6514965704079207,-23.83868650812344,-27.77621360088151,-0.5235987755982988,0.5470377709528451,0,0,0,0,0,0,0.0,0.0,0.0,0.018997762628226,0.0778164017836326,0.0347278040081166,0.0602662951641225,0.0496228936725479,0.0511995146887241,0.0560129486013326,0.0630736106401737,0.070897682559184,0.0782642682293422,0.082972753389301,0.5470377709528451,1.0,0.5000000000291038,0.42852499864579374,0.20829581377526585,0.7507183908045977,0.6737588652482269,0.3890649762282092,0.06988896146309602,0.6460176991150444,0.5838150289017341
1769056137,474340088,2_1769056137-474340088.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.53,505.43,197.0,11.0,-147.0,62.0,-56.0,-48.0,-51.29769790961426,82.16246342430941,-168.7645175230272,9.303242422166258,-42.487566544246455,-2.2309723213864103,-21.6212413441592,-27.487413599585807,-0.5235987755982988,0.5556058152554307,0,0,0,0,0,0,0.0,0.0,0.0,0.0190390412750444,0.0778155306077154,0.0322173713394553,0.0611110854709832,0.0524581759904331,0.051074296150379,0.0547243008239682,0.062312626917159,0.0718802475037559,0.0814574335240078,0.0883702775352889,0.5556058152554307,1.0,0.5000000000291038,0.428850008125237,0.20835967685282758,0.7974137931034482,0.662613981762918,0.4849445324881141,0.09862834748530372,0.7724399494311,0.4508670520231214
1769056137,507686768,3_1769056137-507686768.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.53,505.43,197.0,11.0,-147.0,62.0,-56.0,-48.0,-43.56900270536703,79.94740869597243,-168.08705927988146,10.943520125101063,-42.90816440128018,-3.655612451765415,-27.07716932355818,-29.29761023864141,-0.5235987755982988,0.5481897367130453,0,0,0,0,0,0,0.0,0.0,0.0,0.01907130047883,0.077789846211311,0.0319077162674459,0.060511318352836,0.0520433883387869,0.0505417887051515,0.0540171216778085,0.0612122811863314,0.0705552288456123,0.0801857840697676,0.0872151092693048,0.5481897367130453,1.0,0.5000000000291038,0.428850008125237,0.20835967685282758,0.7974137931034482,0.662613981762918,0.4849445324881141,0.09862834748530372,0.7724399494311,0.4508670520231214
1769056137,541032471,4_1769056137-541032471.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.54,505.43,232.0,66.0,-235.0,77.0,-5.0,-61.0,-13.896753280692764,73.4675048296842,-168.32078687551154,17.47661349180866,-42.87618631752749,-9.3289660517226,-24.381956387856462,-27.851067199992222,-0.5235987755982988,0.5461705130056107,0,0,0,0,0,0,0.0,0.0,0.0,0.0188563074893562,0.0778677158996774,0.0347193675774631,0.0600892291555018,0.049546704348365,0.0513050980284239,0.0561640440725857,0.0631391130888622,0.0707890691271764,0.0779369085409525,0.0824809790662796,0.5461705130056107,1.0,0.5000000000291038,0.4289041763718108,0.20835967685282758,0.8225574712643677,0.718338399189463,0.41521394611727414,0.10842586544742,0.8369152970922883,0.37572254335260113
1769056137,574379150,5_1769056137-574379150.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.82,505.57,145.0,33.0,-20.0,35.0,-47.0,-7.0,45.76982407632064,64.88533971124922,-163.62164739987807,33.79472509124917,-34.33582782261834,-14.09893648972939,-21.186583585990675,-27.33129353762963,-0.5235987755982988,0.5547177120522784,0,0,0,0,0,0,0.0,0.0,0.0,0.0190597835245695,0.0777948367115774,0.0332843546765914,0.0606944544622409,0.0509421010070395,0.0507947443779273,0.0551590427869813,0.0629201468475059,0.0722007542175757,0.0812167016295007,0.0875054120469152,0.5547177120522784,1.0,0.5000000000291038,0.4304208872758788,0.20844908516141397,0.7600574712643677,0.684903748733536,0.5855784469096672,0.08099281515349445,0.783817951959545,0.6878612716763005
1769056137,607724854,6_1769056137-607724854.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.82,505.57,145.0,33.0,-20.0,35.0,-47.0,-7.0,48.85853489093771,63.89285337655178,-159.15117527375477,33.832241356947506,-34.73002208054787,-13.877969815993254,-24.75446038859791,-28.13776643558172,-0.5235987755982988,0.5479182402149076,0,0,0,0,0,0,0.0,0.0,0.0,0.0189995391392767,0.0778151819353179,0.0329845338994606,0.0594779767522542,0.0509724998428242,0.0520591759465028,0.0563612734965195,0.063239692260653,0.0710720971486795,0.0783491278274177,0.0834018630405957,0.5479182402149076,1.0,0.5000000000291038,0.4304208872758788,0.20844908516141397,0.7600574712643677,0.684903748733536,0.5855784469096672,0.08099281515349445,0.783817951959545,0.6878612716763005
1769056137,641071533,7_1769056137-641071533.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.94,505.66,81.0,-58.0,-93.0,7.0,-39.0,-12.0,49.85899357153457,60.09872753787283,-157.09210555463196,32.99704144635416,-34.86293252694405,-13.819514758081796,-22.46795549415914,-27.720377459742792,-0.5235987755982988,0.5544042351634482,0,0,0,0,0,0,0.0,0.0,0.0,0.0190354897542284,0.0777972296186802,0.0318405857068425,0.0604993581252657,0.0524659064846154,0.0514162636733646,0.0551583491664811,0.0625934016396312,0.0718356524342287,0.0810065296256085,0.0875881883074101,0.5544042351634482,1.0,0.5000000000291038,0.4310709062347652,0.20850656193121953,0.7140804597701149,0.5927051671732523,0.5277337559429477,0.06270411495754409,0.7939317319848294,0.6589595375722543
1769056137,674417236,8_1769056137-674417236.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,178.94,505.66,81.0,-58.0,-93.0,7.0,-39.0,-12.0,52.67737067376226,49.4103527013191,-151.29153121726503,30.644212339614224,-35.237352546515865,-13.654841893602516,-22.59289082474489,-27.45645494707325,-0.5235987755982988,0.5528725479268599,0,0,0,0,0,0,0.0,0.0,0.0,0.0190354897542284,0.0777972296186802,0.0324950654281285,0.0608554035736247,0.0523151379117939,0.0515512766815547,0.0552877810973428,0.0624814586106169,0.0713792795403973,0.0801212220956704,0.0863859229877304,0.5528725479268599,1.0,0.5000000000291038,0.4310709062347652,0.20850656193121953,0.7140804597701149,0.5927051671732523,0.5277337559429477,0.06270411495754409,0.7939317319848294,0.6589595375722543
1769056137,707764160,9_1769056137-707764160.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,179.06,505.58,-56.0,2.0,53.0,-8.0,-16.0,-7.0,40.54189207110125,40.83126862306352,-125.42011916014962,25.404238968864867,-33.0549014788787,-12.81876794140275,-25.92638308755976,-28.362658932762216,-0.5235987755982988,0.5457886041035306,0,0,0,0,0,0,0.0,0.0,0.0,0.0190808305022888,0.0777899695992556,0.0327067276971341,0.0592974525473248,0.0513852789095834,0.0523921213238964,0.0566513983585097,0.0631783628115609,0.0705845304484772,0.0774078851178858,0.0821848468891578,0.5457886041035306,1.0,0.5000000000291038,0.43172092519365146,0.2084554714691701,0.6156609195402298,0.6534954407294833,0.6434231378763867,0.052906596995427824,0.8230088495575222,0.6878612716763005
1769056137,741109863,10_1769056137-741109863.png,-195757,201227,0,0,-1.8742053462009804,1.92657590379902,179.14,505.49,94.0,-94.0,-38.0,31.0,8.0,-3.0,44.3961243061216,26.740033909615494,-121.22259220804548,27.07972794455576,-26.951764575562336,-10.271783780491312,-25.963214943812844,-28.383998289672657,-0.5235987755982988,0.5495647902257131,0,0,0,0,0,0,0.0,0.0,0.0,0.0189885619573077,0.0778198672680859,0.0336955031666636,0.0594282013105749,0.0500994286807098,0.0519153734068664,0.0567113202157685,0.0638169998150275,0.0716640060454092,0.0787831257328054,0.0834508318518874,0.5495647902257131,1.0,0.5000000000291038,0.4321542711662423,0.2083979946993646,0.723419540229885,0.5562310030395137,0.5713153724247226,0.07838014369693011,0.8533501896333755,0.7109826589595375
