sec,nanosec,image,motor position #0,motor position #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,fx_kalman,fy_kalman,fz_kalman,tx_kalman,ty_kalman,tz_kalman,fx_estimated,fy_estimated,theta_actual,wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized,Image Filename,Joint Angles,Joint Angles Relative,Joint Angles_0,Joint Angles_1,Joint Angles_2,Joint Angles_3,Joint Angles_4,Joint Angles_5,Joint Angles_6,Joint Angles_7
1733481037,567626709,11_1733481037-567626709.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.77001953125,540.380004882813,-74,-139,-830,-3,-79,-37,-93.1931484881588,12.930360743197,-733.127642146384,76.6883058354446,-53.1970805271936,-5.64773829595193,-62.0835711061955,11.8033387660979,-1.05981964617968,0.0,0.5000000002619345,0.0970449776614202,0.7959648976051185,0.4524572649572649,0.5936093609360936,0.5223983459682977,0.2934782608695652,0.2901639344262295,0.5091575091575092,11_1733481037-567626709.png,"[-0.08356809064027501, -0.227216402524949, -0.38366653739745105, -0.562292405750705, -0.7295044586695211, -0.8670812080467011, -0.974130700524472, -1.054334396956346]","[-0.08356809064027501, -0.143648311884673, -0.156450134872502, -0.178625868353253, -0.16721205291881502, -0.13757674937718, -0.10704949247777101, -0.080203696431874]",-0.08356809064027501,-0.227216402524949,-0.38366653739745105,-0.562292405750705,-0.7295044586695211,-0.8670812080467011,-0.974130700524472,-1.054334396956346
1733481037,600981445,12_1733481037-600981445.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.69995117188,540.349975585938,117,-170,-1477,-30,-115,-26,-67.1829015762895,-17.0089310039689,-826.741036906382,59.7088885960931,-61.933532771484,-9.75898020660165,-62.8944027125836,12.1624224185942,-1.0580198764801,0.0,0.5000000002619345,0.0969978877637736,0.7959282899045659,0.5544871794871795,0.5796579657965797,0.2994486560992418,0.2608695652173913,0.2311475409836065,0.5494505494505495,12_1733481037-600981445.png,"[-0.082754994339037, -0.227128838945265, -0.38168648717019604, -0.557561439163352, -0.725691408603635, -0.8628890346042891, -0.9727271393694471, -1.05546334334553]","[-0.082754994339037, -0.14437384460622701, -0.15455764822493, -0.175874951993156, -0.16812996944028202, -0.13719762600065402, -0.10983810476515801, -0.082736203976082]",-0.082754994339037,-0.227128838945265,-0.38168648717019604,-0.557561439163352,-0.725691408603635,-0.8628890346042891,-0.9727271393694471,-1.05546334334553
1733481037,634337158,13_1733481037-634337158.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.71997070313,540.47998046875,138,-189,-1601,-18,-123,-4,-32.2819738263806,-46.2269109234224,-957.250519130858,45.9606119631871,-72.2742299549712,-9.34837663623418,-62.8744014203549,12.1576938629149,-1.05793918669224,0.0,0.5000000002619345,0.097011342020245,0.7960867744618356,0.5657051282051282,0.5711071107110711,0.2567195037904893,0.2753623188405797,0.2180327868852459,0.6300366300366301,13_1733481037-634337158.png,"[-0.083072814002802, -0.22731974679111702, -0.38455264867828304, -0.5630861736716111, -0.730039787390649, -0.86738344731153, -0.9745447556858211, -1.054843701211741]","[-0.083072814002802, -0.14424693278831502, -0.15723290188716502, -0.178533524993328, -0.16695361371903802, -0.13734365992088102, -0.10716130837429001, -0.080298945525919]",-0.083072814002802,-0.22731974679111702,-0.38455264867828304,-0.5630861736716111,-0.730039787390649,-0.86738344731153,-0.9745447556858211,-1.054843701211741
1733481037,667692139,14_1733481037-667692139.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.56994628906,540.72998046875,71,-179,-1298,29,-119,2,-29.067143795666,-50.3597029123871,-967.856935947504,45.4326835875133,-73.7286503459055,-8.9951387897988,-62.0915586352349,11.7854275703429,-1.06112322211266,0.0,0.5000000002619345,0.0969105171348534,0.7963915410095254,0.5299145299145299,0.5756075607560757,0.3611302549965541,0.3321256038647343,0.2245901639344262,0.652014652014652,14_1733481037-667692139.png,"[-0.08355506472966401, -0.22773862806709802, -0.38163728918841205, -0.5574673682423671, -0.725485784972129, -0.8625127095698241, -0.9719464990284821, -1.054449948382829]","[-0.08355506472966401, -0.144183563337433, -0.153898661121314, -0.175830079053954, -0.168018416729761, -0.137026924597695, -0.109433789458658, -0.082503449354346]",-0.08355506472966401,-0.22773862806709802,-0.38163728918841205,-0.5574673682423671,-0.725485784972129,-0.8625127095698241,-0.9719464990284821,-1.054449948382829
1733481037,701047852,15_1733481037-701047852.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.56994628906,540.72998046875,71,-179,-1298,29,-119,2,-25.952380908747,-54.3638546042642,-978.133209700098,44.9211878954269,-75.1377993871856,-8.65289608215322,-62.1789668798447,11.8239724636077,-1.05833631008863,0.0,0.5000000002619345,0.0969105171348534,0.7963915410095254,0.5299145299145299,0.5756075607560757,0.3611302549965541,0.3321256038647343,0.2245901639344262,0.652014652014652,15_1733481037-701047852.png,"[-0.083170252218841, -0.22783271338815603, -0.38228900432390706, -0.557964976009668, -0.725459711408726, -0.8622659382366781, -0.9715615744203001, -1.054092335355639]","[-0.083170252218841, -0.144662461169315, -0.154456290935751, -0.17567597168576002, -0.16749473539905801, -0.13680622682795202, -0.10929563618362101, -0.08253076093533801]",-0.083170252218841,-0.22783271338815603,-0.38228900432390706,-0.557964976009668,-0.725459711408726,-0.8622659382366781,-0.9715615744203001,-1.054092335355639
1733481037,734402588,16_1733481037-734402588.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.44995117188,540.219970703125,-90,47,-836,66,-99,-14,-56.6863911046296,-39.7292592930314,-967.359483732641,53.0622930181024,-83.9358009558978,-12.7386983854149,-62.5847073793412,12.0122549533843,-1.06007546931505,0.0,0.5000000002619345,0.096829873634179,0.795769805347295,0.4439102564102564,0.6773177317731773,0.5203308063404548,0.3768115942028985,0.2573770491803279,0.5934065934065934,16_1733481037-734402588.png,"[-0.08474736083284301, -0.22839974069779, -0.38203761203679104, -0.5587767660952531, -0.726391555589548, -0.8623143204163841, -0.970544632399951, -1.052199886836167]","[-0.08474736083284301, -0.143652379864947, -0.153637871339, -0.17673915405846202, -0.167614789494294, -0.13592276482683602, -0.10823031198356702, -0.081655254436215]",-0.08474736083284301,-0.22839974069779,-0.38203761203679104,-0.5587767660952531,-0.726391555589548,-0.8623143204163841,-0.970544632399951,-1.052199886836167
1733481037,767758301,17_1733481037-767758301.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.44995117188,540.219970703125,-90,47,-836,66,-99,-14,-57.7233347874484,-37.02966112515,-963.270692654415,53.4650015198193,-84.4047002001847,-12.7779585792138,-62.5308727324009,11.9891853332518,-1.0596719533205,0.0,0.5000000002619345,0.096829873634179,0.795769805347295,0.4439102564102564,0.6773177317731773,0.5203308063404548,0.3768115942028985,0.2573770491803279,0.5934065934065934,17_1733481037-767758301.png,"[-0.08262184882491501, -0.226722022526952, -0.38246253227083604, -0.559209798200051, -0.72637781049367, -0.8621732658741541, -0.9705084012510271, -1.052386320702622]","[-0.08262184882491501, -0.144100173702037, -0.155740509743883, -0.17674726592921502, -0.16716801229361802, -0.13579545538048401, -0.108335135376872, -0.081877919451595]",-0.08262184882491501,-0.226722022526952,-0.38246253227083604,-0.559209798200051,-0.72637781049367,-0.8621732658741541,-0.9705084012510271,-1.052386320702622
1733481037,801113037,18_1733481037-801113037.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.36999511719,540.109985351563,158,-191,-475,68,-184,-31,-46.3596570372745,-41.6315451776937,-926.025497538954,55.0768961010868,-91.3480066902398,-13.9649913858186,-62.3456010222436,11.910949230194,-1.0577365309,0.0,0.5000000002619345,0.0967761386464408,0.7956357259237269,0.576388888888889,0.5702070207020702,0.6447277739490007,0.3792270531400966,0.1180327868852458,0.5311355311355311,18_1733481037-801113037.png,"[-0.082985438214476, -0.226910619969895, -0.38235266260717204, -0.559194973333988, -0.7264122517045051, -0.8621273279667281, -0.970310705504665, -1.052064962408183]","[-0.082985438214476, -0.14392518175541902, -0.155442042637277, -0.17684231072681503, -0.167217278370517, -0.135715076262223, -0.10818337753793601, -0.08175425690351701]",-0.082985438214476,-0.226910619969895,-0.38235266260717204,-0.559194973333988,-0.7264122517045051,-0.8621273279667281,-0.970310705504665,-1.052064962408183
1733481037,834468750,19_1733481037-834468750.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.39001464844,540.049987792969,178,-198,-494,57,-175,-36,-9.23285634822511,-68.0784088541979,-849.800408279676,56.3146810520609,-106.545268857372,-17.3614410391784,-63.3012471795083,12.3388118743895,-1.05787700414658,0.0,0.5000000002619345,0.0967895929029123,0.795562584928517,0.5870726495726496,0.5670567056705671,0.6381805651274983,0.3659420289855072,0.1327868852459016,0.5128205128205129,19_1733481037-834468750.png,"[-0.084563156904724, -0.228029999012923, -0.384594065880109, -0.5638471876808401, -0.730610703323142, -0.866871575838362, -0.9726648311050491, -1.052017523259557]","[-0.084563156904724, -0.14346684210819902, -0.15656406686718602, -0.17925312180073003, -0.16676351564230102, -0.13626087251522, -0.10579325526668701, -0.079352692154507]",-0.084563156904724,-0.228029999012923,-0.384594065880109,-0.5638471876808401,-0.730610703323142,-0.866871575838362,-0.9726648311050491,-1.052017523259557
1733481037,867823242,20_1733481037-867823242.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.41003417969,539.880004882813,-62,-77,-779,68,-46,-40,14.2350529537641,-94.3426940114311,-800.683382370342,55.960112009134,-103.802956186027,-22.7853729422151,-62.1984486579896,11.8436031341552,-1.05763395130634,0.0,0.5000000002619345,0.0968030471593837,0.7953553645097389,0.4588675213675214,0.6215121512151215,0.5399724328049621,0.3792270531400966,0.3442622950819672,0.4981684981684982,20_1733481037-867823242.png,"[-0.08479007360399901, -0.22903851688894303, -0.38198139018868704, -0.557617083060013, -0.725482640641477, -0.8623471669204, -0.9714830442041901, -1.053786589495434]","[-0.08479007360399901, -0.14424844328494402, -0.15294287329974302, -0.17563569287132602, -0.16786555758146302, -0.136864526278923, -0.10913587728378901, -0.082303545291244]",-0.08479007360399901,-0.22903851688894303,-0.38198139018868704,-0.557617083060013,-0.725482640641477,-0.8623471669204,-0.9714830442041901,-1.053786589495434
1733481037,901178711,21_1733481037-901178711.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.32995605469,539.669982910156,-93,-144,-1045,49,-62,-33,-0.839446267996067,-95.451657068461,-813.237835182053,56.8763965189555,-94.7942034131467,-25.3313529070006,-62.4422306418419,11.9507837295531,-1.05551826953888,0.0,0.5000000002619345,0.096749230133498,0.7950993338235562,0.4423076923076923,0.5913591359135913,0.4483115093039283,0.3562801932367149,0.3180327868852459,0.5238095238095238,21_1733481037-901178711.png,"[-0.084583672396008, -0.22970739909715202, -0.38290092454572006, -0.558023513924483, -0.72538185986971, -0.8622815118311491, -0.9716543873578251, -1.054228388222936]","[-0.084583672396008, -0.145123726701143, -0.15319352544856701, -0.17512258937876302, -0.167358345945227, -0.13689965196143902, -0.109372875526675, -0.08257400086511]",-0.084583672396008,-0.22970739909715202,-0.38290092454572006,-0.558023513924483,-0.72538185986971,-0.8622815118311491,-0.9716543873578251,-1.054228388222936
1733481037,934533447,22_1733481037-934533447.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.40002441406,539.510009765625,128,-184,-1221,66,-140,-17,7.11853633220011,-109.844147113013,-880.168620721962,57.3322546707491,-97.5498966509661,-24.953056559168,-63.3213783502579,12.3465495109557,-1.05941325426102,0.0,0.5000000002619345,0.0967963200311446,0.794904315971629,0.5603632478632479,0.5733573357335734,0.3876636802205375,0.3768115942028985,0.1901639344262295,0.5824175824175825,22_1733481037-934533447.png,"[-0.082867965563946, -0.22697204332485302, -0.382297153994599, -0.558862542428605, -0.726151035758949, -0.8621587002657001, -0.970645032674002, -1.052617899662088]","[-0.082867965563946, -0.144104077760906, -0.15532511066974602, -0.17656538843400502, -0.167288493330344, -0.136007664506751, -0.10848633240830101, -0.08197286698808501]",-0.082867965563946,-0.22697204332485302,-0.382297153994599,-0.558862542428605,-0.726151035758949,-0.8621587002657001,-0.970645032674002,-1.052617899662088
1733481037,967888916,23_1733481037-967888916.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.40002441406,539.510009765625,128,-184,-1221,66,-140,-17,10.8811809172973,-112.15237626455,-890.777586768204,57.6020532324023,-98.8712295224973,-24.7055039213247,-63.1979937553406,12.2984042167662,-1.05977333337069,0.0,0.5000000002619345,0.0967963200311446,0.794904315971629,0.5603632478632479,0.5733573357335734,0.3876636802205375,0.3768115942028985,0.1901639344262295,0.5824175824175825,23_1733481037-967888916.png,"[-0.082739436454575, -0.226811321735942, -0.38249486987948705, -0.559216320670576, -0.7262774641297151, -0.8619844984813151, -0.9701489494264931, -1.051943698275271]","[-0.082739436454575, -0.14407188528136702, -0.15568354814354401, -0.176721450791089, -0.167061143459138, -0.135707034351599, -0.10816445094517801, -0.081794748848778]",-0.082739436454575,-0.226811321735942,-0.38249486987948705,-0.559216320670576,-0.7262774641297151,-0.8619844984813151,-0.9701489494264931,-1.051943698275271
1733481038,1243408,24_1733481038-1243408.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.41003417969,539.119995117188,102,-4,-855,151,-149,19,24.2065635397829,-96.3359751109303,-885.545407095608,71.2607396526375,-106.202152527559,-18.313931155971,-62.4907402694226,11.9714174270629,-1.05814564228058,0.0,0.5000000002619345,0.0968030471593837,0.7944288622998187,0.546474358974359,0.6543654365436544,0.5137835975189524,0.4794685990338164,0.1754098360655737,0.7142857142857143,24_1733481038-1243408.png,"[-0.083078750243238, -0.227836029715961, -0.3827540368824, -0.558539200582655, -0.725622825780296, -0.861988662268087, -0.9708331835621651, -1.053137255097594]","[-0.083078750243238, -0.14475727947272302, -0.154918007166438, -0.17578516370025501, -0.16708362519764, -0.13636583648779102, -0.10884452129407801, -0.08230407153542901]",-0.083078750243238,-0.227836029715961,-0.3827540368824,-0.558539200582655,-0.725622825780296,-0.861988662268087,-0.9708331835621651,-1.053137255097594
1733481038,34599121,25_1733481038-34599121.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.44995117188,538.97998046875,156,327,-1080,146,-200,-7,41.999139829477,-34.4265484633339,-913.982802128118,82.1907456719894,-119.91932115769,-16.6593611874891,-62.5113260149956,11.9805879592894,-1.05814564228058,0.0,0.5000000002619345,0.096829873634179,0.794258175175697,0.5753205128205129,0.8033303330333034,0.4362508614748449,0.4734299516908212,0.0918032786885246,0.6190476190476191,25_1733481038-34599121.png,"[-0.083475304924279, -0.22837836128510003, -0.382289047780182, -0.557567516882806, -0.725201046191425, -0.8623736553949911, -0.972050733070788, -1.054820986225035]","[-0.083475304924279, -0.14490305636082002, -0.15391068649508202, -0.175278469102623, -0.16763352930861802, -0.137172609203565, -0.10967707767579701, -0.082770253154247]",-0.083475304924279,-0.22837836128510003,-0.382289047780182,-0.557567516882806,-0.725201046191425,-0.8623736553949911,-0.972050733070788,-1.054820986225035
1733481038,67953613,26_1733481038-67953613.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.19995117188,538.989990234375,-217,-141,-341,18,-160,14,10.3124705126886,13.7096672057964,-836.324770159958,84.2032510806575,-133.532982516661,-16.7230162578489,-62.5074296593667,11.9785819053649,-1.05867968499661,0.0,0.5000000002619345,0.0966618595045846,0.7942703777425478,0.376068376068376,0.5927092709270927,0.6909028256374914,0.3188405797101449,0.1573770491803278,0.695970695970696,26_1733481038-67953613.png,"[-0.08295135317746201, -0.22741346233672702, -0.382678905987875, -0.5589718233258051, -0.7261432014571101, -0.862217602891682, -0.9708660904960741, -1.052968177914617]","[-0.08295135317746201, -0.14446210915926502, -0.155265443651147, -0.17629291733793, -0.167171378131305, -0.136074401434572, -0.10864848760439101, -0.08210208741854201]",-0.08295135317746201,-0.22741346233672702,-0.382678905987875,-0.5589718233258051,-0.7261432014571101,-0.862217602891682,-0.9708660904960741,-1.052968177914617
1733481038,101309082,27_1733481038-101309082.png,407754,-385880,3.90389466285706,-3.69446992874145,1183.06005859375,538.969970703125,-200,-439,-506,-17,-115,29,-26.951053883598,-48.4331043922957,-770.328669704898,68.6037672105164,-132.760318911552,-9.63137074265273,-62.64776340127,12.047217607498,-1.06007714569569,0.0,0.5000000002619345,0.0965678437855795,0.7942459726088461,0.3851495726495726,0.4585958595859586,0.6340454858718125,0.2765700483091787,0.2311475409836065,0.7509157509157509,27_1733481038-101309082.png,"[-0.083249374241237, -0.226420734904092, -0.38169840674840105, -0.559219330640377, -0.726776051634834, -0.8622651748687931, -0.97012484824083, -1.051546309150019]","[-0.083249374241237, -0.14317136066285402, -0.15527767184430902, -0.17752092389197502, -0.167556720994457, -0.135489123233958, -0.107859673372036, -0.081421460909189]",-0.083249374241237,-0.226420734904092,-0.38169840674840105,-0.559219330640377,-0.726776051634834,-0.8622651748687931,-0.97012484824083,-1.051546309150019
