sec,nanosec,image,motor position #0,motor position #1,motor velocity #0,motor velocity #1,wire length #0,wire length #1,loadcell #0,loadcell #1,fx,fy,fz,tx,ty,tz,fx_kalman,fy_kalman,fz_kalman,tx_kalman,ty_kalman,tz_kalman,fx_estimated,fy_estimated,theta_desired,theta_actual,translation(m)(x),translation(m)(y),translation(m)(z),Rotation(rad)(x),Rotation(rad)(y),Rotation(rad)(z),Rotation(deg)(x),Rotation(deg)(y),Rotation(deg)(z),wire length #0_normalized,wire length #1_normalized,loadcell #0_normalized,loadcell #1_normalized,fx_normalized,fy_normalized,fz_normalized,tx_normalized,ty_normalized,tz_normalized
1767329441,369857666,1_1767329441-369857666.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.54,259.67,1,-293,-283,50,184,-18,-45.2566694485573,-79.6273862288635,137.934410423233,-4.42279618676868,41.709408172303,-6.85189641140088,-69.1858481466771,178.848738670349,0.523598775598299,-0.590460019261056,,,,,,,,,,0,0,0.0400908416759362,0.560921082047843,0.256924546322827,0.569337979094077,0.560931899641577,0.109240069084629,0.321554770318021,0.453781512605042
1767329441,403207031,2_1767329441-403207031.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.54,259.67,1,-293,-283,50,184,-18,-43.8168506248578,-86.2689777967845,124.832099018296,-2.72879254746181,46.1384488920786,-7.19890041291611,-73.9819372296334,185.019360542297,0.523598775598299,-0.594428378310111,,,,,,,,,,0,0,0.0400908416759362,0.560921082047843,0.256924546322827,0.569337979094077,0.560931899641577,0.109240069084629,0.321554770318021,0.453781512605042
1767329441,436555176,3_1767329441-436555176.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.51,259.93,-32,-239,-282,63,114,-15,-43.0926598367386,-95.629035129398,99.8995626113045,1.29936923508108,50.2973158981874,-7.67698756468924,-67.3774845600129,177.769768238068,0.523598775598299,-0.595938867127055,,,,,,,,,,0,0,0.0400630329996292,0.562858633281169,0.225405921680993,0.606968641114983,0.561529271206691,0.114853195164076,0.259717314487632,0.478991596638655
1767329441,469904297,4_1767329441-469904297.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.5,260.08,-44,-192,-163,19,56,-1,-42.55649369814,-112.34219193732,54.8198160049842,6.34041830762886,54.3640967503967,-7.48086612696707,-67.3746921718121,177.767762184143,0.523598775598299,-0.592831671729163,,,,,,,,,,0,0,0.0400537634408602,0.563976451300395,0.213944603629417,0.639721254355401,0.632616487455197,0.0958549222797928,0.208480565371025,0.596638655462185
1767329441,503252686,5_1767329441-503252686.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.5,259.99,-81,-94,149,-23,-3,0,-48.2540697629763,-113.827669260171,57.1960828943707,2.71199927489335,46.0606604908204,-6.0477573197538,-73.1617543697358,181.415914535522,0.523598775598299,-0.591766850192971,,,,,,,,,,0,0,0.0400537634408602,0.563305760488859,0.178605539637058,0.70801393728223,0.818996415770609,0.077720207253886,0.156360424028269,0.605042016806723
1767329441,536601807,6_1767329441-536601807.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.26,259.91,16,108,239,-14,66,-23,-35.5913168095678,-87.819194282502,98.9581596678496,1.24078757935713,46.1059527485512,-7.27710745074472,-69.2368904054165,179.02999997139,0.523598775598299,-0.592332577577653,,,,,,,,,,0,0,0.0398312940304041,0.562709590878605,0.271251193887297,0.848780487804878,0.872759856630824,0.0816062176165803,0.217314487632509,0.411764705882353
1767329441,603299072,7_1767329441-603299072.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.31,259.75,-31,-4,105,-45,39,-28,-29.6443636329044,-57.3587195268001,114.337937048577,-5.84889719244922,47.3445127079807,-11.3853999464794,-68.2803350985051,177.576613903046,0.523598775598299,-0.594195979184951,,,,,,,,,,0,0,0.0398776418242491,0.561517251658097,0.226361031518625,0.770731707317073,0.792712066905615,0.0682210708117444,0.193462897526502,0.369747899159664
1767329441,636647461,8_1767329441-636647461.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.27,259.91,-40,-47,31,-54,33,-14,-31.1587908201754,-55.8438414526194,102.15044483434,-12.8906024632659,45.2467449549389,-11.7677638364933,-68.2803350985051,177.576613903046,0.523598775598299,-0.591340596290385,,,,,,,,,,0,0,0.0398405635891731,0.562709590878605,0.217765042979943,0.740766550522648,0.748506571087216,0.0643350604490501,0.188162544169611,0.487394957983193
1767329441,669996582,9_1767329441-669996582.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.24,259.91,103,-172,134,13,-24,-24,-11.539164075164,-72.8307303542094,106.808181986895,-9.10431344390807,35.1199744241583,-13.5566284074815,-76.2512396872044,186.809477090835,0.523598775598299,-0.592489051522455,,,,,,,,,,0,0,0.0398127549128661,0.562709590878605,0.354345749761222,0.653658536585366,0.810035842293907,0.0932642487046632,0.137809187279152,0.403361344537815
1767329441,703344727,10_1767329441-703344727.png,201227,-195757,0,0,1.92657590379902,-1.87420534620098,381.27,259.97,199,-84,84,43,-10,-25,19.2504680399477,-74.4641447590733,103.472671771131,-1.4844834251299,28.5215469075224,-15.2301279819568,-71.3026732206345,180.884023666382,0.523598775598299,-0.589366038337135,,,,,,,,,,0,0,0.0398405635891731,0.563156718086296,0.44603629417383,0.714982578397213,0.780167264038232,0.106217616580311,0.15017667844523,0.394957983193277
